id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzp04000","primary","N","D","too","英[皿:]美[tu] ","prep.从...起；来自","pron.我","ad.在哪里","ad.也；太；非常","","","",""
"meqzp04001","primary","N","A","also","英[]美[OISOU] ","ad.也conj.另夕卜","prep.沿....而下ad.向下","prep.在....旁；乘坐……ad.经过","pron.我的","","","",""
"meqzp04002","primary","N","D","sometimes","英[SAmtaimz]美[SAmJaimz] ","prep.在.....中间ad.当中","conj.或；否则","int.n.&v.欢迎a.受欢迎的","(=attimes)ad.有时","","","",""
"meqzp04003","primary","N","D","again","英[n'gen]美[。gm] ","(more，most)pron.许多人a.许多的","prep.在....上","n.冰","ad.再一次；再","","","",""
"meqzp04004","primary","N","C","where","英[ws(r)]美[wer] ","prep.沿....而下ad.向下","5n.臂，手臂","ad.在哪里","ad.也conj.另夕卜","","","",""
"meqzp04005","primary","N","B","here","英[hio(r)]美[hir] ","n.阿姨；舅母","ad.在这里","pron.她","pron.她，她的","","","",""
"meqzp04006","primary","N","A","how","英[hau]美[hau] ","ad.怎样；多少","pron.我","pron.谁的","ad.再一次；再","","","",""
"meqzp04007","primary","N","C","always","英[o:lweiz]美[olwez] ","ad.也conj.另夕卜","pron.他的","ad.总是；永远","n.&ad.昨天","","","",""
"meqzp04008","primary","N","D","but","英[b刈]美[bAt] ","5n.臂，手臂","ad.也conj.另夕卜","pron.她，她的","conj.但是prep.除.....以外ad.只不过....","","","",""
"meqzp04009","primary","N","D","when","英[wen]美[w£n] ","pron.他们;人们","prep.在...旁边;靠近","pron.谁","conj.当....的时候","","","",""
"meqzp04010","primary","N","B","or","英[b：(r)]美[6] ","proa他们的","conj.或；否则","pron.谁","pron.你的；你们的","","","",""
"meqzp04011","primary","N","B","welcome","英[welkom]美[wdkom] ","n.阿姨；舅母","int.n.&v.欢迎a.受欢迎的","pron.我","prep.在....旁；乘坐……ad.经过","","","",""
"meqzp04012","primary","N","B","goodbye","英[Lgud'bai]美[Lgud'ba] (bye)","5n.臂，手臂","int.再见","prep.从...起；来自","n.背a.背部的ad.以前","","","",""
"meqzp04013","primary","N","A","after","英[&徐⑻]美[&fto(r)] ","prep&conj.S.............之后ad.以后a.后来的","pron.你的；你们的","pron.他（宾格）","n.傍晚，晚上","","","",""
"meqzp04014","primary","N","D","of","英[3]美[AV] ","ad.总是；永远","n.班；班级","prep.从...起；来自","prep当中的","","","",""
"meqzp04015","primary","N","D","from","英[]美[丘Am] ","pron.她，她的","pron.他们;人们","ad.怎样；多少","prep.从...起；来自","","","",""
"meqzp04016","primary","N","B","like","英[Ek]美[Ek] ","pron.我","prep.跟...一样vt.喜欢","prep.从...起；来自","prep.在....之前conj.在……之前a.从前","","","",""
