id,type,mchoice,ans,title,desc,opa,opb,opc,opd,ope,opf,opg,oph
"meqzj06000","junior","N","B","different","英[dfbront]美['difrant] ","a.主要的；初级的","a.不同的；差异的","a.光滑的；平坦的;顺利的","a-吵闹的；喧闹的","","","",""
"meqzj06001","junior","N","A","pale","英[peil]美[pel] ","a.苍白的；暗淡的;无力的","a.天生的v.出生","a.聪明的；有见识的","a.单一的；单身的","","","",""
"meqzj06002","junior","N","A","wet","英[wet]美[w四 ","a.湿的;多雨的;潮湿的;","a.大的；规模大的","a.粗心的；漫不经心的","a.单一的；单身的","","","",""
"meqzj06003","junior","N","C","noisy","英[naizi]美[noizi] ","a.积极的；活跃的;有效的","a.灰色的n.灰色","a-吵闹的；喧闹的","a.普遍的；通常的;综合的","","","",""
"meqzj06004","junior","N","C","successful","英[sok'sesfl]美[sok'sesfbl] ","a.单一的；单身的","a.聪明的；有见识的","a.成功的；有成就的","a.大的；规模大的","","","",""
"meqzj06005","junior","N","D","honest","英[Dnist]美[anist] ","a.德国的；德国人的n.德国人","a.大的；规模大的","a.电子的；电子学的","a.诚实的；坦诚的","","","",""
"meqzj06006","junior","N","B","ugly","英[Agli]美[A91i] ","a.天生的v.出生","a.丑陋的；难看的","a-吵闹的；喧闹的","a.大声的；响亮的","","","",""
"meqzj06007","junior","N","B","born","英[bo:n]美[bom] (bear的过去分词)","a.简单的；单纯的","a.天生的v.出生","pron.每个a.各自的","a.单一的；单身的","","","",""
"meqzj06008","junior","N","D","primary","英['praimori]美[praimeri] ","a.聪明的；有见识的","pron.每个a.各自的","a.个人的；私人的","a.主要的；初级的","","","",""
"meqzj06009","junior","N","B","traditional","英[g'chjbnl]美[trodjbnol] ","pron.极少a.很少的;几乎没有的","a.传统的；惯例的","n.公众a.公共的","a.大的；规模大的","","","",""
"meqzj06010","junior","N","D","wise","英[waiz]美[waiz] ","pron.极少a.很少的;几乎没有的","a.单独的ad.独自地","n.公众a.公共的","a.聪明的；有见识的","","","",""
"meqzj06011","junior","N","C","careless","英['keobs]美[kerbs] ","a.丢失的；失踪的","a.诚实的；坦诚的","a.粗心的；漫不经心的","a.德国的；德国人的n.德国人","","","",""
"meqzj06012","junior","N","D","large","英[丘知]美[kirdyl ","a.高兴的；乐意的","a.国家的；民族的","a.地下的n.地铁","a.大的；规模大的","","","",""
"meqzj06013","junior","N","C","loud","英[laud]美[laud] ","a.积极的；活跃的;有效的","a.丑陋的；难看的","a.大声的；响亮的","a.疯狂的；着迷的","","","",""
"meqzj06014","junior","N","B","general","英[dsenrol]]美[Udjcnaral] ","a.活着的;有生气的","a.普遍的；通常的;综合的","a.德国的；德国人的n.德国人","a.灰色的n.灰色","","","",""
"meqzj06015","junior","N","D","alone","英0bon]]美[0loon] ","a.德国的；德国人的n.德国人","a.诚实的；坦诚的","a.不同的；差异的","a.单独的ad.独自地","","","",""
"meqzj06016","junior","N","B","single","英[snjgl]美[snjgM] ","a.极小的；微小的","a.单一的；单身的","a.诚实的；坦诚的","a.地下的n.地铁","","","",""
"meqzj06017","junior","N","D","German","英[d33：mon]美[d33rmon] ","pron.两者a.两者都","a.有帮助的，有益的","a.极好的;异想天开的；虚幻的","a.德国的；德国人的n.德国人","","","",""
"meqzj06018","junior","N","C","underground","英[Andograond]美['Andargraond] ","a.富裕的；肥沃的","a.丑陋的；难看的","a.地下的n.地铁","n.公众a.公共的","","","",""
"meqzj06019","junior","N","C","electronic","英[iJek'tromk]美[ijek'tranik] ","a.粗心的；漫不经心的","a.苍白的；暗淡的;无力的","a.电子的；电子学的","n.粉红色a.粉红色的","","","",""
"meqzj06020","junior","N","B","missing","英[]misO]美[mis©] ","pron.每个a.各自的","a.丢失的；失踪的","a.地下的n.地铁","a.疯狂的；着迷的","","","",""
"meqzj06021","junior","N","C","east","英[i：st]美[ist] ","a.单一的；单身的","a.孤独的；偏僻的","n.东方a.东方的ad.在东方","a.德国的；德国人的n.德国人","","","",""
"meqzj06022","junior","N","B","eastern","英[i:ston]美[istom] ","a.单独的ad.独自地","a.东方的，东部的","a.湿的;多雨的;潮湿的;","a.极小的；微小的","","","",""
"meqzj06023","junior","N","D","harmful","英[hQ：mfl]美[harmfl] ","n.东方a.东方的ad.在东方","a.大的；规模大的","a.个人的；私人的","a.有害的；损害的","","","",""
"meqzj06024","junior","N","A","Russian","英[rAjh]美[rAjbn] ","a.俄国人的n.俄国人；俄语","a.积极的；活跃的;有效的","a.聪明的；有见识的","a.德国的；德国人的n.德国人","","","",""
